table,dataset,n_items,n_participants,n_categories,n_responses,density,longitudinal,construct_type,ct_primary,affect_cog,item_format,measurement_tool,construct_name,doi,license
pezzuti_2025_coolpeople_main_tight_usa_chile,item_response_warehouse_2,6,1050,7,6300,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Tightness-Looseness,10.1037/xge0001799,CC BY 4.0
pezzuti_2025_coolpeople_main_collectivism_usa,item_response_warehouse_2,8,844,7,6752,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Collectivism,10.1037/xge0001799,CC BY 4.0
pezzuti_2025_coolpeople_main_individualism_usa,item_response_warehouse_2,8,844,7,6752,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Individualism,10.1037/xge0001799,CC BY 4.0
rosenberg_fadplus_goto2021,item_response_warehouse,10,802,4,8020,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Measure of Belief in Free Will and Determinism,10.3389/fpsyg.2021.720601,CC BY 4.0
bscs_fadplus_goto2021,item_response_warehouse,13,802,5,10426,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Measure of Belief in Free Will and Determinism,10.3389/fpsyg.2021.720601,CC BY 4.0
gbjw_fadplus_goto2021,item_response_warehouse,7,802,6,5614,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Psychometric properties of Japanese-translated scales of FAD-Plus,10.3389/fpsyg.2021.720601,CC BY 4.0
loc_fadplus_goto2021,item_response_warehouse,7,802,7,5614,1,FALSE,"Opinion/attitude, Personality",Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Free Will and Determinism Beliefs in a Japanese Context,10.3389/fpsyg.2021.720601,CC BY 4.0
eeedprm_bulut_2021,item_response_warehouse,10,961,4,9610,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Rosenberg Self-Esteem Scale,10.3390/psych3030023,CC BY 4.0
cdm_mentalhealth_tan_2023_bsi,item_response_warehouse,17,719,5,12223,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Brief Symptom Inventory (BSI),10.1007/s11121-022-01346-8,CC BY 4.0
cdm_mentalhealth_tan_2023_rapi,item_response_warehouse,23,719,5,16537,1,FALSE,"Behavioral, Physical health/functioning",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Rutgers Alcohol Problem Index (RAPI),10.1007/s11121-022-01346-8,CC BY 4.0
lhsbrasil_couto_2023_lhs,item_response_warehouse_2,20,464,4,9280,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Learned Helplessness Scale,10.1590/0102.3772e39513.en,CC BY 4.0
lhsbrasil_couto_2023_ses,item_response_warehouse_2,10,464,4,4640,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Rosenberg’s Self-Esteem Scale (SES),10.1590/0102.3772e39513.en,CC BY 4.0
lhsbrasil_couto_2023_pss,item_response_warehouse_2,10,464,5,4640,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Perceived Stress Scale (PSS-10),10.1590/0102.3772e39513.en,CC BY 4.0
suicide_reinbergs_2025_ghsq,item_response_warehouse_2,8,1258,7,10064,1,FALSE,Behavioral,Behavioral,other,Likert Scale/selected response,Survey/questionnaire,General Help-Seeking Questionnaire (GHSQ),10.31219/osf.io/3vd9f_v1,CC BY 4.0
suicide_reinbergs_2025_soss,item_response_warehouse_2,8,1258,5,10064,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Stigma of Suicide Scale–Short Form Stigma Subscale (SOSS-SF Stigma),10.31219/osf.io/3vd9f_v1,CC BY 4.0
suicide_reinbergs_2025_stosa,item_response_warehouse_2,7,1258,4,8806,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Stigma of Suicide Attempt Scale (STOSA),10.31219/osf.io/3vd9f_v1,CC BY 4.0
suicide_reinbergs_2025_dssm,item_response_warehouse_2,9,1258,5,11322,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Suicide Stigma Scale,10.31219/osf.io/3vd9f_v1,CC BY 4.0
suicide_reinbergs_2025_mpfi,item_response_warehouse_2,12,1258,6,15096,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,"Multidimensional Psychological Flexibility Inventory–24, Psychological Flexibility Subscale (MPFI-24-PF)",10.31219/osf.io/3vd9f_v1,CC BY 4.0
suicide_reinbergs_2025_phq,item_response_warehouse_2,9,1258,4,11322,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Patient Health Questionnaire–9 (PHQ-9),10.31219/osf.io/3vd9f_v1,CC BY 4.0
suicide_reinbergs_2025_stig,item_response_warehouse_2,9,1258,4,11322,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Stigma–9 Questionnaire (STIG-9),10.31219/osf.io/3vd9f_v1,CC BY 4.0
gahps_korner_2021,item_response_warehouse_2,14,1139,5,15946,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,German Authentic and Hubristic Pride Scales (GAHPS),10.1027/1015-5759/a000684,CC BY 4.0
sd3ypl_klimczak_2019_ses,item_response_warehouse_2,10,325,4,3250,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Rosenberg's Self-Esteem Scale (RSES),10.5114/cipp.2020.99627,CC BY 4.0
sd3ypl_klimczak_2019_bpqa,item_response_warehouse_2,29,325,5,9425,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Buss Perry Aggression Questionnaire (BPQA),10.5114/cipp.2020.99627,CC BY 4.0
sun_2025_morality_study2_self-moral-character,item_response_warehouse_2,10,711,9,7110,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Slider/continuous,Survey/questionnaire,Self-Moral-Character,10.1037/pspp0000539,CC BY 4.0
sd3ypl_klimczak_2019_sd3,item_response_warehouse_2,26,730,7,18980,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Dark Triad traits,10.5114/cipp.2020.99627,CC BY 4.0
prpt_hellmann_2021_selfesteem,item_response_warehouse_2,10,1411,4,14110,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Self-Esteem scale,10.1027/1015-5759/a000668,CC BY-NC-ND
prpt_hellmann_2021_achievementmotive,item_response_warehouse_2,10,1413,4,14130,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Achievement Motives Scale,10.1027/1015-5759/a000668,CC BY-NC-ND
prpt_hellmann_2021_threat,item_response_warehouse_2,15,1415,5,21225,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Symbolic and Realistic,10.1027/1015-5759/a000668,CC BY-NC-ND
prpt_hellmann_2021_realisticthreat,item_response_warehouse_2,21,1416,5,29736,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Perceived Realistic Physical Threat scale,10.1027/1015-5759/a000668,CC BY-NC-ND
prpt_hellmann_2021_fearofcrime,item_response_warehouse_2,10,1416,5,14160,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Fear of Crime,10.1027/1015-5759/a000668,CC BY-NC-ND
threat_isler_2024_exp2_picture_panas,item_response_warehouse,22,433,5,9526,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Positive and Negative Afect Schedule (PANAS),10.3758/s13428-024-02481-6,CC BY 4.0
zanesco_2023_golleretal2020,item_response_warehouse_2,36,366,5,13176,1,FALSE,"Cognitive/educational, Behavioral, Developmental",Cognitive/educational,cognitive,Likert Scale/selected response,Test,Thought probes measuring mind wandering frequency/intensity,10.3758/s13428-024-02446-9,CC BY 4.0
mpsycho_rogers_depression,item_response_warehouse_2,16,495,4,7920,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Quick Inventory of Depressive Symptomatology - self-report version (QIDS-SR),10.1017/s0033291716003287,GPL-2.0
mpsycho_rogers_ocd,item_response_warehouse_2,10,495,5,4950,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,YaleBrown Obsessive Compulsive Scale - self-report (Y-BOCS-SR),10.1016/j.janxdis.2017.09.008,GPL-2.0
psychotools_gratitude_gq6,item_response_warehouse_2,6,1405,7,8430,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Gratitude Questionnaire– 6 (GQ-6),10.1037/a0021590,GPL-3.0
psychotools_gratitude_gart,item_response_warehouse_2,16,1405,9,22480,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,"Gratitude, Resentment, Appreciation Test-Short Form (GRAT-Short Form)",10.1037/a0021590,GPL-3.0
meng-competitiveness-2023,item_response_warehouse_2,34,2385,5,81090,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,"Competitiveness, Cooperativeness, and Social Comparison Orientation",10.31234/osf.io/mzwps,CC BY 4.0
threat_isler_2024_exp4_cog_panas,item_response_warehouse,22,2689,5,59158,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Positive and Negative Afect Schedule (PANAS),10.3758/s13428-024-02481-6,CC BY 4.0
threat_isler_2024_exp3_cog_panas,item_response_warehouse,22,1777,5,39094,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Positive and Negative Afect Schedule (PANAS),10.3758/s13428-024-02481-6,CC BY 4.0
threat_isler_2024_exp2_cog_panas,item_response_warehouse,22,433,5,9526,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Positive and Negative Afect Schedule (PANAS),10.3758/s13428-024-02481-6,CC BY 4.0
anunciacao_2025_personality_autonomy,item_response_warehouse_2,9,272845,7,2455605,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Autonomy​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_exhibition,item_response_warehouse_2,9,272845,7,2455605,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Exhibition​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_dominance,item_response_warehouse_2,7,272845,7,1909915,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Dominance​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_affiliation,item_response_warehouse_2,9,272845,7,2455605,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Affiliation​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_deference,item_response_warehouse_2,9,272845,7,2455605,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Deference​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_change,item_response_warehouse_2,7,272845,7,1909915,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Change​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_succorance,item_response_warehouse_2,7,272845,7,1909915,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Succorance​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_achievement,item_response_warehouse_2,9,272845,7,2455605,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Achievement​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_order,item_response_warehouse_2,6,272845,7,1637070,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Order​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_nurturance,item_response_warehouse_2,8,272845,7,2182760,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Nurturance​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_intraception,item_response_warehouse_2,7,272845,7,1909915,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Intraception​,10.26439/persona2024.n27(2).7384,Permission via Email
anunciacao_2025_personality_persistence,item_response_warehouse_2,8,272845,7,2182760,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Personality Factor Inventory - Persistence​,10.26439/persona2024.n27(2).7384,Permission via Email
mental_health_wang_2024_phq,item_response_warehouse_2,9,958,4,8622,1,TRUE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Impact of COVID-19 - Anxiety,10.7910/dvn/t5taqa,CC0 1.0
mental_health_wang_2024_gad,item_response_warehouse_2,7,958,4,6706,1,TRUE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Impact of COVID-19 - Depression,10.7910/dvn/t5taqa,CC0 1.0
williams-cps2019,item_response_warehouse_2,21,361,4,7581,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Psychometric Validation of the Beck Depression Inventory CPS Study 1,10.1177/1073191120952889,CC BY 4.0
johansson-swedish-pss-rasch-analysis-2024,item_response_warehouse_2,14,797,5,11158,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Swedish Translation of the Perceived Stress Scale,10.17605/osf.io/txvw2,CC BY 4.0
amatus_cipora_2024_gad,item_response_warehouse_2,7,1106,4,7742,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Generalized Anxiety Disorder,10.5334/jopd.115,CC BY 4.0
amatus_cipora_2024_pisa_me,item_response_warehouse_2,6,1106,4,6636,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,PISA Math Self-Efficacy,10.5334/jopd.115,CC BY 4.0
assessment_time_fournier_2025_pmpuq,item_response_warehouse_2,15,398,4,5970,1,FALSE,"Behavioral, Cognitive/educational",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Assessment Time - Problematic Mobile Use,10.17605/osf.io/6v5qb,CC BY 4.0
assessment_time_fournier_2025_upps,item_response_warehouse_2,20,398,4,7960,1,FALSE,"Behavioral, Cognitive/educational",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Assessment Time - Impulsive Behavio,10.17605/osf.io/6v5qb,CC BY 4.0
assessment_time_fournier_2025_phq,item_response_warehouse_2,9,398,4,3582,1,FALSE,"Behavioral, Cognitive/educational",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Assessment Time - Depression,10.17605/osf.io/6v5qb,CC BY 4.0
assessment_time_fournier_2025_gad,item_response_warehouse_2,7,398,4,2786,1,FALSE,"Behavioral, Cognitive/educational",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Assessment Time - Anxiety,10.17605/osf.io/6v5qb,CC BY 4.0
fomonegativeaffect_cremer_2026_phq,item_response_warehouse_2,9,461,4,4149,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,PHQ-9,10.1080/10615806.2026.2624434,CC BY 4.0
fomonegativeaffect_cremer_2026_rrs,item_response_warehouse_2,10,459,4,4590,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Ruminative Responses Scale,10.1080/10615806.2026.2624434,CC BY 4.0
cfq_ruiz_2025_dass,item_response_warehouse_2,21,3389,4,71169,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,"Depression, Anxiety, and Stress Scale",10.1016/j.jcbs.2025.100954,CC BY 4.0
rmet_higgins_2022_aq,item_response_warehouse_2,28,1222,4,34216,1,FALSE,"Developmental, Personality",Developmental,other,Likert Scale/selected response,Survey/questionnaire,Autism Spectrum Quotient,10.1177/10731911221124342,CC BY 4.0
test_taking_much_2025_ef,item_response_warehouse_2,10,1244,4,12440,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Mixed,Test,Effort,10.17605/osf.io/9j6hm,CC BY 4.0
rmet_higgins_2022_rmet,item_response_warehouse_2,37,1222,4,45214,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Constructed Response,Test,Reading the Mind in the Eyes Test,10.1177/10731911221124342,CC BY 4.0
autism_blotner_2025_s2_qcae,item_response_warehouse_2,31,535,4,16585,1,TRUE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Cognitive and Affective Empathy,10.1027/1614-0001/a000440,CC BY 4.0
autism_blotner_2025_s2_aq,item_response_warehouse_2,10,535,4,5350,1,TRUE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Autism Quotient,10.1027/1614-0001/a000440,CC BY 4.0
amatus_cipora_2024_bfi_n,item_response_warehouse_2,8,1106,5,8848,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Inventory - Neuroticism,10.5334/jopd.115,CC BY 4.0
amatus_cipora_2024_amas,item_response_warehouse_2,9,1106,5,9954,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Abbreviated Math Anxiety Scale,10.5334/jopd.115,CC BY 4.0
assessment_time_fournier_2025_bscs,item_response_warehouse_2,13,398,5,5174,1,FALSE,"Behavioral, Cognitive/educational",Behavioral,other,Likert Scale/selected response,Survey/questionnaire,Assessment Time - Self-Control,10.17605/osf.io/6v5qb,CC BY 4.0
fomonegativeaffect_cremer_2026_panas,item_response_warehouse_2,20,461,5,9220,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Positive and Negative Affect Scale (PANAS),10.1080/10615806.2026.2624434,CC BY 4.0
fomonegativeaffect_cremer_2026_fomo,item_response_warehouse_2,10,459,5,4590,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,FOMO Scale,10.1080/10615806.2026.2624434,CC BY 4.0
ders_valencia_2025,item_response_warehouse_2,36,345,5,12420,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Difficulties in Emotion Regulation Scale,10.32348/1852.4206.v16.n2.36158,CC BY 4.0
rmet_higgins_2022_tas,item_response_warehouse_2,20,1222,5,24440,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Toronto Alexithymia Scale,10.1177/10731911221124342,CC BY 4.0
chakraborty2026_iri_irw,item_response_warehouse_2,21,634,5,13314,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Interpersonal Reactivity Index (IRI),10.1038/s41598-026-37436-8,CC BY 4.0
chakraborty2026_ptm_irw,item_response_warehouse_2,25,634,5,15850,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Prosocial Tendencies Measure,10.1038/s41598-026-37436-8,CC BY 4.0
chakraborty2026_bes_irw,item_response_warehouse_2,20,634,5,12680,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Social-Emotional Behaviors (BES),10.1038/s41598-026-37436-8,CC BY 4.0
chakraborty2026_bspwba_irw,item_response_warehouse_2,20,634,5,12680,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Well-Being & Self-Perception (BSPWB-A),10.1038/s41598-026-37436-8,CC BY 4.0
chakraborty2026_bidr_irw,item_response_warehouse_2,16,634,5,10144,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Balanced Inventory of Desirable Responding - 16 (BIDR-16),10.1038/s41598-026-37436-8,CC BY 4.0
chakraborty2026_iwah_irw,item_response_warehouse_2,30,634,5,19020,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Identification with All Humanity (IWAH),10.1038/s41598-026-37436-8,CC BY 4.0
autism_blotner_2025_s2_acme,item_response_warehouse_2,36,535,5,19260,1,TRUE,Cognitive/educational,Cognitive/educational,cognitive,Likert Scale/selected response,Survey/questionnaire,Affective and Cognitive Measure of Empathy,10.1027/1614-0001/a000440,CC BY 4.0
friedman_2018_risks_government,item_response_warehouse_2,6,3110,6,18660,1,TRUE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Appropriate,10.7910/dvn/zsja25,Custom
friedman_2018_risks_discrimination,item_response_warehouse_2,6,3110,6,18660,1,TRUE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Discrimination,10.7910/dvn/zsja25,Custom
cfq_ruiz_2025_cfq,item_response_warehouse_2,7,3389,7,23723,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Cognitive Fusion,10.1016/j.jcbs.2025.100954,CC BY 4.0
rfq_wozniakprus_2021,item_response_warehouse_2,8,538,7,4304,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Reflective Functioning Questionnaire,10.7910/dvn/bmcc4c,CC0 1.0
test_taking_much_2025_cm,item_response_warehouse_2,9,1244,101,11196,1,FALSE,Cognitive/educational,Cognitive/educational,cognitive,Mixed,Test,Current Motivation,10.17605/osf.io/9j6hm,CC BY 4.0
dmirt_forsberg_2024,item_response_warehouse_2,20,1046,6,20920,1,FALSE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Moral Preferences,10.21105/joss.06523,CC BY 4.0
randomness_angelike_2024_ncs,item_response_warehouse_2,6,835,5,5010,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Need for Cognition,10.3758/s13428-024-02456-7,CC BY 4.0
pezzuti_2025_coolpeople_single-items,item_response_warehouse_2,10,5656,7,56560,1,TRUE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Single-item Attributes,10.1037/xge0001799,CC BY 4.0
pezzuti_2025_coolpeople_benevolent,item_response_warehouse_2,6,5656,7,33936,1,TRUE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Benevolence,10.1037/xge0001799,CC BY 4.0
narcissism_schneider_2025_study1_morf_hsns,item_response_warehouse_2,10,1285,5,12850,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,The Hypersensitive Narcissism Scale,10.1037/pas0001354,CC BY 4.0
narcissism_schneider_2025_study1_koeberl_hsns,item_response_warehouse_2,10,1417,5,14170,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,The Hypersensitive Narcissism Scale,10.1037/pas0001354,CC BY 4.0
rodas_2026_stait_trait_anxiety,item_response_warehouse_2,40,1244,4,49760,1,FALSE,Affective/mental health,Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Psychometric analysis of the underlying structure and measurement invariance by sex of the state trait anxiety inventory,10.1371/journal.pone.0345773,NA
west_2021_aggnet_bfi2_agg_neu,item_response_warehouse_2,17,616,5,10472,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Big Five Inventory Agreeableness and Neuroticism,10.1111/jopy.12695,NA
2024_online_addiction_bsmas,item_response_warehouse_2,6,1108,5,6648,1,TRUE,"Affective/mental health, Behavioral",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Social Media Addiction,10.21203/rs.3.rs-9429022/v1,NA
moral_absolutism_goyal_2025_pp,item_response_warehouse_2,11,2430,5,26730,1,TRUE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Prevention-Promotion Regulatory Focus,10.1037/pspa0000464,CC BY-NC 4.0
2024_online_addiction_igds,item_response_warehouse_2,9,1108,6,9972,1,TRUE,"Affective/mental health, Behavioral",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Internet Gaming Disorder,10.21203/rs.3.rs-9429022/v1,NA
2024_online_addiction_sabas,item_response_warehouse_2,6,1108,6,6648,1,TRUE,"Affective/mental health, Behavioral",Affective/mental health,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Smartphone Application-BasedAddiction,10.21203/rs.3.rs-9429022/v1,NA
moral_absolutism_goyal_2025_mfq,item_response_warehouse_2,15,2430,6,36450,1,TRUE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Moral Foundation Questionnaire,10.1037/pspa0000464,CC BY-NC 4.0
west_2021_aggnet_bpaq,item_response_warehouse_2,27,616,7,16632,1,FALSE,Personality,Personality,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Buss-Perry Aggression Questionnaire and trait aggression facets,10.1111/jopy.12695,NA
moral_absolutism_goyal_2025_mr,item_response_warehouse_2,9,2430,10,21870,1,TRUE,Opinion/attitude,Opinion/attitude,affective/opinion,Likert Scale/selected response,Survey/questionnaire,Moral Relativism,10.1037/pspa0000464,CC BY-NC 4.0
chen2022_ses,item_response_warehouse_2,10,303,4,3030,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.1014794.s001,CC BY 4.0
chen2022_cls,item_response_warehouse_2,16,303,5,4848,1,FALSE,NA,[untagged],untagged,NA,NA,NA,10.3389/fpsyg.2022.1014794.s001,CC BY 4.0
conspiracy_asd__asd_aq10,item_response_warehouse_2,10,433,4,4330,1,FALSE,NA,[untagged],untagged,NA,NA,NA,na,CC BY 4.0
conspiracy_asd__conspiracy_gcbs,item_response_warehouse_2,15,433,5,6495,1,FALSE,NA,[untagged],untagged,NA,NA,NA,na,CC BY 4.0
conspiracy_asd__schizotypy,item_response_warehouse_2,37,433,5,16021,1,FALSE,NA,[untagged],untagged,NA,NA,NA,na,CC BY 4.0
conspiracy_asd__thinking_styles,item_response_warehouse_2,10,433,5,4330,1,FALSE,NA,[untagged],untagged,NA,NA,NA,na,CC BY 4.0
conspiracy_asd__cognitive_flexibility,item_response_warehouse_2,20,433,7,8660,1,FALSE,NA,[untagged],untagged,NA,NA,NA,na,CC BY 4.0
